Time Elapsed,MaxAngle,Delay Time,Servo Position,Contact Value,Hand Position
0:0:3:846,180,11,17,61,26,
0:0:3:858,180,11,32,62,30,
0:0:3:870,180,11,49,80,33,
0:0:3:884,180,11,64,76,35,
0:0:3:896,180,11,80,73,38,
0:0:3:908,180,11,90,72,37,
0:0:3:921,180,11,98,75,39,
0:0:3:935,180,11,102,64,38,
0:0:3:948,180,11,107,70,40,
0:0:3:961,180,11,106,66,38,
0:0:3:975,180,11,105,56,38,
0:0:3:988,180,11,109,79,40,
0:0:4:1,180,11,116,80,43,
0:0:4:15,180,11,118,67,41,
0:0:4:27,180,11,118,72,40,
0:0:4:40,180,11,120,62,41,
0:0:4:54,180,11,122,61,42,
0:0:4:67,180,11,119,64,40,
0:0:4:80,180,11,122,60,42,
0:0:4:93,180,11,128,61,44,
0:0:4:107,180,11,133,62,45,
0:0:4:119,180,11,130,60,41,
0:0:4:132,180,11,122,60,38,
0:0:4:146,180,11,121,88,41,
0:0:4:159,180,11,117,80,40,
0:0:4:172,180,11,110,62,38,
0:0:4:186,180,11,106,76,37,
0:0:4:198,180,11,105,64,38,
0:0:4:211,180,11,99,63,36,
0:0:4:224,180,11,93,62,35,
0:0:4:236,180,11,83,61,31,
0:0:4:249,180,11,69,81,28,
0:0:4:261,180,11,55,63,26,
0:0:4:274,180,11,35,79,21,
0:0:4:286,180,11,19,96,20,
0:0:4:299,180,11,10,68,20,
0:0:4:312,180,11,3,70,20,
0:0:4:324,180,11,0,71,20,
0:0:4:336,180,11,0,70,20,
0:0:4:349,180,11,0,71,20,
0:0:4:362,180,11,5,74,23,
0:0:4:374,180,11,5,54,21,
0:0:4:386,180,11,4,67,20,
0:0:4:399,180,11,3,64,20,
0:0:4:412,180,11,2,67,20,
0:0:4:424,180,11,4,62,22,
0:0:4:436,180,11,2,64,20,
0:0:4:449,180,11,3,63,21,
0:0:4:461,180,11,4,61,21,
0:0:4:474,180,11,10,62,24,
0:0:4:487,180,11,7,76,20,
0:0:4:499,180,11,5,62,20,
0:0:4:511,180,11,4,63,20,
0:0:4:525,180,11,3,62,21,
0:0:4:537,180,11,1,62,20,
0:0:4:549,180,11,2,65,21,
0:0:4:561,180,11,2,60,20,
0:0:4:575,180,11,6,63,23,
0:0:4:587,180,11,6,89,21,
0:0:4:599,180,11,4,62,20,
0:0:4:612,180,11,3,62,20,
0:0:4:624,180,11,2,63,20,
0:0:4:637,180,11,4,62,22,
0:0:4:649,180,11,4,62,21,
0:0:4:662,180,11,6,61,22,
0:0:4:674,180,11,9,67,22,
0:0:4:687,180,11,8,73,21,
0:0:4:700,180,11,5,62,20,
0:0:4:712,180,11,3,65,20,
0:0:4:724,180,11,1,62,20,
0:0:4:738,180,11,0,65,20,
0:0:4:750,180,11,0,60,20,
0:0:4:762,180,11,1,63,21,
0:0:4:774,180,11,6,63,23,
0:0:4:787,180,11,14,89,25,
0:0:4:800,180,11,26,62,28,
0:0:4:812,180,11,48,85,35,
0:0:4:825,180,11,63,80,35,
0:0:4:838,180,11,82,64,39,
0:0:4:850,180,11,96,73,39,
0:0:4:864,180,11,109,79,42,
0:0:4:877,180,11,117,72,42,
0:0:4:890,180,11,124,63,43,
0:0:4:903,180,11,130,72,44,
0:0:4:917,180,11,132,69,43,
0:0:4:930,180,11,126,69,40,
0:0:4:943,180,11,128,72,43,
0:0:4:957,180,11,131,72,44,
0:0:4:970,180,11,138,106,47,
0:0:4:983,180,11,147,136,48,
0:0:4:996,138,11,146,454,44,
0:0:5:9,138,11,144,513,46,
0:0:5:22,138,11,143,613,47,
0:0:5:36,138,11,137,676,43,
0:0:5:49,138,11,140,680,46,
0:0:5:62,137,11,139,646,45,
0:0:5:75,137,11,135,615,42,
0:0:5:89,137,11,140,611,46,
0:0:5:102,135,11,139,582,44,
0:0:5:114,135,11,136,520,44,
0:0:5:128,135,11,136,500,47,
0:0:5:141,135,11,136,500,46,
0:0:5:154,135,11,135,510,46,
0:0:5:168,135,11,134,501,43,
0:0:5:181,135,11,133,481,43,
0:0:5:194,135,11,134,471,44,
0:0:5:208,133,11,134,466,47,
0:0:5:221,133,11,133,467,47,
0:0:5:234,133,11,139,469,46,
0:0:5:248,133,11,137,471,46,
0:0:5:261,133,11,135,502,45,
0:0:5:274,133,11,135,521,45,
0:0:5:286,133,11,134,514,44,
0:0:5:300,133,11,133,509,47,
0:0:5:313,133,11,134,516,44,
0:0:5:326,133,11,134,506,48,
0:0:5:340,133,11,133,497,44,
0:0:5:353,133,11,143,491,48,
0:0:5:366,133,11,140,467,46,
0:0:5:380,133,11,135,545,42,
0:0:5:393,133,11,136,623,44,
0:0:5:406,133,11,134,588,43,
0:0:5:420,133,11,131,461,45,
0:0:5:433,133,11,136,439,45,
0:0:5:446,131,11,134,401,44,
0:0:5:458,131,11,134,397,44,
0:0:5:472,131,11,133,413,46,
0:0:5:485,131,11,130,402,42,
0:0:5:498,131,11,130,390,45,
0:0:5:512,131,11,129,324,42,
0:0:5:525,131,11,129,295,43,
0:0:5:538,131,11,129,287,44,
0:0:5:552,131,11,117,280,36,
0:0:5:564,131,11,103,280,34,
0:0:5:576,131,11,89,207,31,
0:0:5:590,131,11,61,141,23,
0:0:5:602,131,11,35,7,20,
0:0:5:614,131,11,20,0,20,
0:0:5:627,131,11,8,24,20,
0:0:5:640,131,11,1,3,20,
0:0:5:652,131,11,3,4,22,
0:0:5:664,131,11,4,8,21,
0:0:5:677,131,11,6,2,22,
0:0:5:689,131,11,5,8,20,
0:0:5:702,131,11,5,10,21,
0:0:5:714,131,11,5,4,21,
0:0:5:727,131,11,8,2,23,
0:0:5:739,131,11,5,3,20,
0:0:5:751,131,11,5,1,21,
0:0:5:765,131,11,4,0,20,
0:0:5:777,131,11,3,0,21,
0:0:5:789,131,11,3,3,21,
0:0:5:801,131,11,2,0,20,
0:0:5:814,131,11,1,0,20,
0:0:5:827,131,11,1,1,20,
0:0:5:839,131,11,0,8,20,
0:0:5:852,131,11,0,3,20,
0:0:5:864,131,11,0,0,20,
0:0:5:878,131,11,0,0,20,
0:0:5:891,131,11,0,0,20,
0:0:5:903,131,11,0,1,20,
0:0:5:915,131,11,0,3,20,
0:0:5:927,131,11,0,3,20,
0:0:5:940,131,11,1,8,21,
0:0:5:952,131,11,14,0,27,
0:0:5:965,131,11,31,0,31,
0:0:5:978,131,11,51,12,35,
0:0:5:990,131,11,67,19,35,
0:0:6:2,131,11,82,7,37,
0:0:6:16,131,11,96,33,40,
0:0:6:29,131,11,108,33,42,
0:0:6:42,131,11,116,21,42,
0:0:6:55,131,11,116,47,44,
0:0:6:69,131,11,123,25,43,
0:0:6:81,131,11,128,36,45,
0:0:6:94,131,11,130,38,48,
0:0:6:108,131,11,130,42,44,
0:0:6:121,131,11,129,41,42,
0:0:6:134,131,11,124,45,40,
0:0:6:148,131,11,124,42,45,
0:0:6:161,131,11,126,98,44,
0:0:6:174,131,11,126,122,42,
0:0:6:188,131,11,126,232,47,
0:0:6:201,131,11,128,268,45,
0:0:6:214,131,11,130,279,43,
0:0:6:227,131,11,130,284,43,
0:0:6:240,131,11,130,287,46,
0:0:6:253,131,11,131,367,44,
0:0:6:266,131,11,131,376,46,
0:0:6:280,131,11,131,380,45,
0:0:6:293,131,11,131,381,46,
0:0:6:306,131,11,131,384,49,
0:0:6:320,131,11,131,376,45,
0:0:6:332,131,11,131,371,44,
0:0:6:345,131,11,131,359,45,
0:0:6:359,131,11,131,353,46,
0:0:6:372,131,11,131,348,47,
0:0:6:385,131,11,131,351,46,
0:0:6:398,131,11,131,350,44,
0:0:6:412,131,11,131,348,46,
0:0:6:424,131,11,131,348,46,
0:0:6:437,131,11,131,348,46,
0:0:6:451,131,11,131,353,45,
0:0:6:464,131,11,131,350,45,
0:0:6:477,131,11,131,353,43,
0:0:6:491,131,11,131,352,45,
0:0:6:504,131,11,129,353,42,
0:0:6:517,131,11,119,353,37,
0:0:6:530,131,11,114,351,39,
0:0:6:542,131,11,108,272,37,
0:0:6:555,131,11,92,155,32,
0:0:6:567,131,11,80,122,31,
0:0:6:581,131,11,68,8,28,
0:0:6:593,131,11,51,15,25,
0:0:6:605,131,11,32,5,21,
0:0:6:618,131,11,18,0,20,
0:0:6:631,131,11,9,0,20,
0:0:6:643,131,11,3,7,20,
0:0:6:656,131,11,0,1,20,
0:0:6:668,131,11,0,4,20,
0:0:6:680,131,11,0,7,20,
0:0:6:692,131,11,0,8,20,
0:0:6:705,131,11,0,7,20,
0:0:6:718,131,11,0,1,20,
0:0:6:730,131,11,0,3,20,
0:0:6:743,131,11,0,1,20,
0:0:6:755,131,11,0,12,20,
0:0:6:767,131,11,0,0,20,
0:0:6:779,131,11,0,8,20,
0:0:6:792,131,11,0,7,20,
0:0:6:804,131,11,0,0,20,
0:0:6:816,131,11,0,0,20,
0:0:6:830,131,11,0,35,20,
0:0:6:842,131,11,0,3,20,
0:0:6:854,131,11,0,0,20,
0:0:6:866,131,11,0,0,20,
0:0:6:879,131,11,0,0,20,
0:0:6:891,131,11,1,0,21,
0:0:6:903,131,11,20,0,30,
0:0:6:916,131,11,38,0,32,
0:0:6:929,131,11,61,26,38,
0:0:6:941,131,11,89,20,42,
0:0:6:955,131,11,107,13,42,
0:0:6:968,131,11,118,58,42,
0:0:6:981,131,11,118,52,43,
0:0:6:994,131,11,128,66,42,
0:0:7:8,131,11,127,58,42,
0:0:7:21,131,11,127,49,46,
0:0:7:34,131,11,129,56,45,
0:0:7:48,131,11,129,56,44,
0:0:7:60,131,11,130,58,46,
0:0:7:73,131,11,130,60,46,
0:0:7:87,131,11,131,74,44,
0:0:7:100,131,11,131,63,44,
0:0:7:113,131,11,131,112,45,
0:0:7:126,131,11,131,228,46,
0:0:7:139,131,11,131,286,43,
0:0:7:152,131,11,131,385,46,
0:0:7:165,131,11,131,397,45,
0:0:7:179,131,11,131,393,46,
0:0:7:192,131,11,129,361,42,
0:0:7:205,131,11,129,355,46,
0:0:7:219,131,11,130,357,45,
0:0:7:232,131,11,130,356,45,
0:0:7:245,131,11,130,356,46,
0:0:7:259,131,11,130,356,43,
0:0:7:271,131,11,131,357,44,
0:0:7:284,131,11,131,354,44,
0:0:7:298,131,11,131,357,46,
0:0:7:311,131,11,131,361,43,
0:0:7:324,131,11,129,356,42,
0:0:7:337,131,11,126,359,41,
0:0:7:351,131,11,124,360,41,
0:0:7:364,131,11,124,357,44,
0:0:7:377,131,11,126,304,45,
0:0:7:391,131,11,127,233,44,
0:0:7:404,131,11,128,231,44,
0:0:7:417,131,11,130,232,44,
0:0:7:431,131,11,127,239,41,
0:0:7:444,131,11,121,239,39,
0:0:7:456,131,11,114,239,38,
0:0:7:469,131,11,98,233,32,
0:0:7:482,131,11,76,128,27,
0:0:7:494,131,11,57,127,25,
0:0:7:506,131,11,37,28,22,
0:0:7:520,131,11,19,13,20,
0:0:7:532,131,11,9,0,20,
0:0:7:544,131,11,4,0,20,
0:0:7:557,131,11,0,7,20,
0:0:7:569,131,11,0,0,20,
0:0:7:582,131,11,0,14,20,
0:0:7:595,131,11,1,15,21,
0:0:7:607,131,11,1,4,20,
0:0:7:619,131,11,0,0,20,
0:0:7:631,131,11,0,4,20,
0:0:7:644,131,11,2,1,21,
0:0:7:657,131,11,2,0,21,
0:0:7:669,131,11,3,16,21,
0:0:7:682,131,11,8,0,23,
0:0:7:694,131,11,6,1,20,
0:0:7:706,131,11,5,0,21,
0:0:7:719,131,11,4,0,20,
0:0:7:732,131,11,2,0,20,
0:0:7:744,131,11,0,0,20,
0:0:7:756,131,11,0,0,20,
0:0:7:769,131,11,0,0,20,
0:0:7:781,131,11,0,0,20,
0:0:7:793,131,11,1,1,21,
0:0:7:805,131,11,20,3,30,
0:0:7:819,131,11,40,0,33,
0:0:7:831,131,11,52,24,32,
0:0:7:844,131,11,76,15,39,
0:0:7:858,131,11,94,0,40,
0:0:7:870,131,11,107,18,42,
0:0:7:883,131,11,113,8,40,
0:0:7:897,131,11,113,10,45,
0:0:7:910,131,11,121,15,44,
0:0:7:923,131,11,126,0,43,
0:0:7:937,131,11,128,14,44,
0:0:7:950,131,11,129,0,43,
0:0:7:963,131,11,129,9,42,
0:0:7:976,131,11,128,12,42,
0:0:7:989,131,11,128,4,45,
0:0:8:2,131,11,129,61,46,
0:0:8:15,131,11,129,113,44,
0:0:8:29,131,11,130,261,45,
0:0:8:42,131,11,130,284,48,
0:0:8:55,131,11,131,381,44,
0:0:8:68,131,11,131,399,44,
0:0:8:81,131,11,131,387,46,
0:0:8:94,131,11,131,360,45,
0:0:8:108,131,11,131,357,45,
0:0:8:121,131,11,131,354,45,
0:0:8:134,131,11,131,356,46,
0:0:8:146,131,11,131,369,43,
0:0:8:161,131,11,131,357,45,
0:0:8:174,131,11,131,359,45,
0:0:8:187,131,11,131,356,44,
0:0:8:200,131,11,131,356,46,
0:0:8:213,131,11,131,351,43,
0:0:8:226,131,11,131,361,46,
0:0:8:240,131,11,129,368,42,
0:0:8:253,131,11,129,363,47,
0:0:8:266,131,11,130,362,47,
0:0:8:280,131,11,130,365,46,
0:0:8:293,131,11,130,366,45,
0:0:8:306,131,11,130,364,47,
0:0:8:320,131,11,131,364,45,
0:0:8:333,131,11,131,361,47,
0:0:8:346,131,11,131,364,44,
0:0:8:359,131,11,131,364,46,
0:0:8:373,131,11,131,371,45,
0:0:8:386,131,11,131,369,47,
0:0:8:398,131,11,131,369,46,
0:0:8:412,131,11,131,364,44,
0:0:8:425,131,11,131,365,44,
0:0:8:438,131,11,131,369,46,
0:0:8:452,131,11,131,368,43,
0:0:8:465,131,11,131,368,44,
0:0:8:478,131,11,131,367,43,
0:0:8:492,131,11,123,366,39,
0:0:8:504,131,11,116,362,38,
0:0:8:516,131,11,105,368,35,
0:0:8:529,131,11,96,205,35,
0:0:8:542,131,11,87,131,33,
0:0:8:554,131,11,84,10,35,
0:0:8:567,131,11,80,3,33,
0:0:8:581,131,11,83,0,36,
0:0:8:593,131,11,96,0,41,
0:0:8:606,131,11,96,0,43,
0:0:8:620,131,11,108,31,43,
0:0:8:633,131,11,118,15,43,
0:0:8:646,131,11,126,2,43,
0:0:8:659,131,11,130,1,45,
0:0:8:672,131,11,131,0,45,
0:0:8:685,131,11,131,115,44,
0:0:8:698,131,11,131,195,44,
0:0:8:712,131,11,129,281,42,
0:0:8:725,131,11,129,379,45,
0:0:8:738,131,11,130,361,44,
0:0:8:752,131,11,130,359,45,
0:0:8:765,131,11,129,363,42,
0:0:8:778,131,11,126,364,41,
0:0:8:792,131,11,126,363,43,
0:0:8:805,131,11,123,338,40,
0:0:8:817,131,11,123,240,42,
0:0:8:830,131,11,115,236,37,
0:0:8:843,131,11,110,222,38,
0:0:8:856,131,11,111,167,40,
0:0:8:869,131,11,115,112,42,
0:0:8:883,131,11,115,75,43,
0:0:8:896,131,11,119,0,46,
0:0:8:909,131,11,125,67,44,
0:0:8:922,131,11,129,71,46,
0:0:8:935,131,11,130,112,44,
0:0:8:948,131,11,131,120,48,
0:0:8:962,131,11,131,230,43,
0:0:8:975,131,11,131,309,44,
0:0:8:988,131,11,131,358,43,
0:0:9:1,131,11,131,367,43,
0:0:9:14,131,11,131,365,48,
0:0:9:27,131,11,131,371,44,
0:0:9:40,131,11,131,361,46,
0:0:9:54,131,11,131,362,44,
0:0:9:67,131,11,131,360,49,
0:0:9:79,131,11,131,361,44,
0:0:9:93,131,11,131,361,44,
0:0:9:106,131,11,131,359,45,
0:0:9:119,131,11,131,368,44,
0:0:9:133,131,11,131,363,43,
0:0:9:146,131,11,131,359,44,
0:0:9:158,131,11,131,356,44,
0:0:9:171,131,11,121,351,38,
0:0:9:187,131,11,116,352,39,
0:0:9:199,131,11,111,339,38,
0:0:9:212,131,11,93,199,31,
0:0:9:225,131,11,80,116,31,
0:0:9:237,131,11,67,17,28,
0:0:9:250,131,11,54,10,27,
0:0:9:263,131,11,44,6,26,
0:0:9:275,131,11,39,15,26,
0:0:9:288,131,11,32,10,24,
0:0:9:300,131,11,24,0,22,
0:0:9:313,131,11,22,0,24,
0:0:9:325,131,11,19,0,23,
0:0:9:338,131,11,15,10,22,
0:0:9:351,131,11,12,3,21,
0:0:9:363,131,11,7,0,20,
0:0:9:375,131,11,5,6,21,
0:0:9:389,131,11,3,0,20,
0:0:9:401,131,11,1,0,20,
0:0:9:413,131,11,0,3,20,
0:0:9:425,131,11,0,8,20,
0:0:9:438,131,11,0,0,20,
0:0:9:450,131,11,0,0,20,
0:0:9:462,131,11,0,0,20,
0:0:9:475,131,11,0,0,20,
0:0:9:488,131,11,0,0,20,
0:0:9:500,131,11,0,0,20,
0:0:9:512,131,11,0,0,20,
0:0:9:525,131,11,0,8,20,
0:0:9:537,131,11,0,0,20,
0:0:9:549,131,11,5,0,23,
0:0:9:562,131,11,5,0,21,
0:0:9:574,131,11,4,0,20,
0:0:9:587,131,11,3,0,20,
0:0:9:600,131,11,2,0,20,
0:0:9:612,131,11,0,0,20,
0:0:9:624,131,11,0,0,20,
0:0:9:636,131,11,0,0,20,
0:0:9:649,131,11,1,1,21,
0:0:9:662,131,11,10,0,25,
0:0:9:674,131,11,26,16,30,
0:0:9:687,131,11,48,0,35,
0:0:9:699,131,11,66,13,36,
0:0:9:712,131,11,81,14,37,
0:0:9:724,131,11,99,15,41,
0:0:9:738,131,11,107,5,40,
0:0:9:751,131,11,113,6,41,
0:0:9:764,131,11,120,0,42,
0:0:9:778,131,11,123,8,42,
0:0:9:791,131,11,123,0,43,
0:0:9:804,131,11,126,11,44,
0:0:9:818,131,11,128,3,44,
0:0:9:830,131,11,130,0,43,
0:0:9:843,131,11,129,3,42,
0:0:9:857,131,11,129,59,44,
0:0:9:870,131,11,130,116,45,
0:0:9:883,131,11,130,271,44,
0:0:9:896,131,11,129,332,42,
0:0:9:910,131,11,129,386,46,
0:0:9:923,131,11,130,347,44,
0:0:9:936,131,11,127,352,41,
0:0:9:950,131,11,122,348,40,
0:0:9:963,131,11,118,346,39,
0:0:9:975,131,11,110,340,37,
0:0:9:989,131,11,106,222,38,
0:0:10:1,131,11,98,119,35,
0:0:10:13,131,11,85,114,31,
0:0:10:27,131,11,72,1,29,
0:0:10:39,131,11,53,12,24,
0:0:10:51,131,11,35,18,22,
0:0:10:64,131,11,20,4,20,
0:0:10:77,131,11,9,12,20,
0:0:10:89,131,11,3,8,20,
0:0:10:101,131,11,0,0,20,
0:0:10:114,131,11,0,10,20,
0:0:10:127,131,11,0,0,20,
0:0:10:139,131,11,0,1,20,
0:0:10:151,131,11,0,8,20,
0:0:10:164,131,11,3,1,22,
0:0:10:176,131,11,4,0,21,
0:0:10:189,131,11,4,24,21,
0:0:10:202,131,11,3,0,20,
0:0:10:214,131,11,2,0,20,
0:0:10:226,131,11,1,0,20,
0:0:10:240,131,11,0,0,20,
0:0:10:252,131,11,0,1,20,
0:0:10:264,131,11,1,3,21,
0:0:10:276,131,11,14,0,27,
0:0:10:289,131,11,39,0,35,
0:0:10:302,131,11,61,4,37,
0:0:10:315,131,11,80,15,38,
0:0:10:328,131,11,80,0,43,
0:0:10:341,131,11,103,15,43,
0:0:10:354,131,11,117,4,45,
0:0:10:368,131,11,123,34,44,
0:0:10:381,131,11,128,8,43,
0:0:10:394,131,11,129,0,42,
0:0:10:407,131,11,129,11,45,
0:0:10:421,131,11,130,4,45,
0:0:10:434,131,11,130,24,47,
0:0:10:447,131,11,130,8,44,
0:0:10:461,131,11,130,7,44,
0:0:10:473,131,11,131,64,45,
0:0:10:486,131,11,131,115,44,
0:0:10:500,131,11,123,267,39,
0:0:10:513,131,11,116,321,38,
0:0:10:525,131,11,105,316,35,
0:0:10:539,131,11,90,224,32,
0:0:10:551,131,11,65,146,24,
0:0:10:563,131,11,40,117,20,
0:0:10:576,131,11,22,8,20,
0:0:10:589,131,11,9,24,20,
0:0:10:601,131,11,1,8,20,
0:0:10:614,131,11,0,7,20,
0:0:10:627,131,11,0,2,20,
0:0:10:639,131,11,0,6,20,
0:0:10:651,131,11,0,0,20,
0:0:10:663,131,11,0,4,20,
0:0:10:676,131,11,0,2,20,
0:0:10:688,131,11,0,11,20,
0:0:10:701,131,11,0,10,20,
0:0:10:714,131,11,1,0,21,
0:0:10:726,131,11,2,0,21,
0:0:10:738,131,11,5,0,22,
0:0:10:752,131,11,4,0,20,
0:0:10:764,131,11,3,0,20,
0:0:10:776,131,11,2,0,20,
0:0:10:788,131,11,0,0,20,
0:0:10:801,131,11,0,0,20,
0:0:10:814,131,11,11,1,26,
0:0:10:826,131,11,27,0,30,
0:0:10:839,131,11,52,16,37,
0:0:10:851,131,11,78,18,40,
0:0:10:864,131,11,97,13,41,
0:0:10:877,131,11,97,10,45,
0:0:10:891,131,11,114,12,43,
0:0:10:904,131,11,123,2,43,
0:0:10:917,131,11,128,4,45,
0:0:10:931,131,11,130,3,43,
0:0:10:944,131,11,131,12,46,
0:0:10:957,131,11,131,8,46,
0:0:10:970,131,11,131,7,44,
0:0:10:983,131,11,131,3,45,
0:0:10:996,131,11,131,20,45,
0:0:11:10,131,11,131,15,43,
0:0:11:23,131,11,131,102,43,
0:0:11:35,131,11,131,200,45,
0:0:11:48,131,11,131,255,44,
0:0:11:62,131,11,131,344,45,
0:0:11:75,131,11,131,359,46,
0:0:11:88,131,11,131,359,47,
0:0:11:102,131,11,131,360,44,
0:0:11:115,131,11,131,351,45,
0:0:11:128,131,11,131,356,45,
0:0:11:141,131,11,131,347,45,
0:0:11:154,131,11,131,348,43,
0:0:11:167,131,11,131,351,43,
0:0:11:181,131,11,127,348,41,
0:0:11:194,131,11,119,349,38,
0:0:11:206,131,11,113,349,38,
0:0:11:219,131,11,97,331,32,
0:0:11:232,131,11,77,202,28,
0:0:11:244,131,11,58,125,25,
0:0:11:257,131,11,38,10,22,
0:0:11:270,131,11,20,1,20,
0:0:11:283,131,11,10,0,20,
0:0:11:295,131,11,4,15,20,
0:0:11:308,131,11,0,1,20,
0:0:11:320,131,11,0,8,20,
0:0:11:332,131,11,0,0,20,
0:0:11:345,131,11,0,2,20,
0:0:11:358,131,11,0,1,20,
0:0:11:370,131,11,0,19,20,
0:0:11:382,131,11,0,2,20,
0:0:11:395,131,11,0,0,20,
0:0:11:407,131,11,0,0,20,
0:0:11:419,131,11,0,1,20,
0:0:11:432,131,11,0,0,20,
0:0:11:445,131,11,0,0,20,
0:0:11:456,131,11,0,3,20,
0:0:11:469,131,11,1,0,21,
0:0:11:482,131,11,1,0,20,
0:0:11:494,131,11,0,0,20,
0:0:11:506,131,11,2,0,21,
0:0:11:518,131,11,5,0,22,
0:0:11:532,131,11,3,0,20,
0:0:11:544,131,11,2,0,20,
0:0:11:556,131,11,2,0,20,
0:0:11:569,131,11,0,0,20,
0:0:11:581,131,11,0,0,20,
0:0:11:594,131,11,3,0,22,
0:0:11:607,131,11,2,0,20,
0:0:11:619,131,11,1,0,20,
0:0:11:631,131,11,1,0,20,
0:0:11:643,131,11,0,0,20,
0:0:11:657,131,11,0,0,20,
0:0:11:669,131,11,3,0,22,
0:0:11:681,131,11,2,0,20,
0:0:11:694,131,11,1,0,20,
0:0:11:706,131,11,1,0,20,
0:0:11:719,131,11,2,0,21,
0:0:11:731,131,11,1,0,20,
0:0:11:744,131,11,0,0,20,
0:0:11:756,131,11,0,0,20,
0:0:11:768,131,11,0,0,20,
0:0:11:782,131,11,0,0,20,
0:0:11:794,131,11,3,0,22,
0:0:11:806,131,11,2,0,20,
0:0:11:819,131,11,1,0,20,
0:0:11:831,131,11,1,0,20,
0:0:11:844,131,11,0,0,20,
0:0:11:856,131,11,1,0,21,
0:0:11:869,131,11,1,0,20,
0:0:11:881,131,11,2,0,21,
0:0:11:893,131,11,2,0,20,
0:0:11:907,131,11,4,0,22,
0:0:11:919,131,11,3,0,20,
0:0:11:931,131,11,3,0,21,
0:0:11:943,131,11,3,1,20,
0:0:11:956,131,11,1,8,20,
0:0:11:968,131,11,4,0,22,
0:0:11:981,131,11,4,0,21,
0:0:11:994,131,11,8,0,23,
0:0:12:6,131,11,6,1,20,
0:0:12:18,131,11,6,0,21,
0:0:12:30,131,11,4,0,20,
0:0:12:44,131,11,2,2,20,
0:0:12:56,131,11,0,0,20,
0:0:12:68,131,11,2,3,21,
0:0:12:81,131,11,1,19,20,
0:0:12:93,131,11,0,16,20,
0:0:12:105,131,11,0,1,20,
0:0:12:119,131,11,0,3,20,
0:0:12:131,131,11,0,0,20,
0:0:12:143,131,11,0,1,20,
0:0:12:155,131,11,0,0,20,
0:0:12:168,131,11,0,0,20,
0:0:12:181,131,11,3,0,22,
0:0:12:192,131,11,2,0,20,
0:0:12:205,131,11,1,0,20,
0:0:12:218,131,11,1,0,20,
0:0:12:230,131,11,0,0,20,
0:0:12:242,131,11,0,0,20,
0:0:12:255,131,11,0,3,20,
0:0:12:267,131,11,0,0,20,
0:0:12:279,131,11,0,0,20,
0:0:12:292,131,11,0,3,20,
0:0:12:304,131,11,1,0,21,
0:0:12:316,131,11,1,0,20,
0:0:12:329,131,11,0,0,20,
0:0:12:342,131,11,0,0,20,
0:0:12:354,131,11,2,0,21,
0:0:12:366,131,11,1,8,20,
0:0:12:379,131,11,0,0,20,
0:0:12:392,131,11,0,0,20,
0:0:12:404,131,11,0,0,20,
0:0:12:419,131,11,0,17,20,
0:0:12:431,131,11,0,3,20,
0:0:12:443,131,11,0,0,20,
0:0:12:455,131,11,0,0,20,
0:0:12:468,131,11,0,0,20,
0:0:12:481,131,11,0,3,20,
0:0:12:493,131,11,0,0,20,
0:0:12:506,131,11,0,0,20,
0:0:12:518,131,11,3,0,22,
0:0:12:530,131,11,2,0,20,
0:0:12:542,131,11,1,0,20,
